Sn,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,imdb_score,budget,gross,profit_percent,Hit/Flop
3839,Savage Grace,Tom Kalin,Eddie Redmayne,Elena Anaya,Stephen Dillane,Drama,5.9,4600000,434417,-0.905561522,FLOP
3841,Police Academy,Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,Comedy,6.7,4500000,81200000,17.04444444,HIT
3843,Four Weddings and a Funeral,Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,Comedy|Drama|Romance,7.1,4500000,52700832,10.711296,HIT
3846,25th Hour,Spike Lee,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,Drama,7.7,15000000,13060843,-0.129277133,FLOP
3848,Bound,Lana Wachowski,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,Crime|Drama|Romance|Thriller,7.4,4500000,3798532,-0.155881778,FLOP
3849,Requiem for a Dream,Darren Aronofsky,Ellen Burstyn,Mark Margolis,Louise Lasser,Drama,8.4,4500000,3609278,-0.197938222,FLOP
3851,Tango,Carlos Saura,Mía Maestro,Juan Luis Galiardo,Miguel Ángel Solá,Drama|Musical,7.2,700000000,1687311,-0.997589556,FLOP
3853,Moms' Night Out,Andrew Erwin,Alex Kendrick,Sarah Drew,Patricia Heaton,Comedy,5.4,5000000,10429707,1.0859414,HIT
3854,Donnie Darko,Richard Kelly,Jake Gyllenhaal,Mary McDonnell,James Duval,Drama|Sci-Fi|Thriller,8.1,4500000,727883,-0.838248222,FLOP
3856,Character,Mike van Diem,Jan Decleir,Fedja van Huêt,Hans Kesting,Crime|Drama|Mystery,7.8,4500000,713413,-0.841463778,FLOP
3857,Spun,Jonas Åkerlund,Patrick Fugit,Nicholas Gonzalez,Debbie Harry,Comedy|Crime|Drama,6.8,2000000,410241,-0.7948795,FLOP
3859,Lady Vengeance,Chan-wook Park,Min-sik Choi,Yeong-ae Lee,Hye-jeong Kang,Crime|Drama,7.7,4200000000,211667,-0.999949603,FLOP
3861,Mean Machine,Barry Skolnick,Jason Statham,Jason Flemyng,Danny Dyer,Comedy|Drama|Sport,6.5,2500000,92191,-0.9631236,FLOP
3862,Exiled,Johnnie To,Simon Yam,Anthony Chau-Sang Wong,Josie Ho,Action|Crime|Thriller,7.3,35000000,49413,-0.9985882,FLOP
3865,After.Life,Agnieszka Wojtowicz-Vosloo,Liam Neeson,Josh Charles,Chandler Canterbury,Drama|Horror|Mystery|Thriller,5.9,4500000,108229,-0.975949111,FLOP
3867,One Flew Over the Cuckoo's Nest,Milos Forman,Scatman Crothers,Michael Berryman,Louise Fletcher,Drama,8.7,4400000,112000000,24.45454545,HIT
3872,Falcon Rising,Ernie Barbarash,Michael Jai White,Michael J. Morris,Lateef Crowder,Action|Adventure,5.8,4500000,8691,-0.998068667,FLOP
3873,The Sweeney,Nick Love,Hayley Atwell,Ray Winstone,Alan Ford,Action|Crime|Drama,6.1,3000000,26345,-0.991218333,FLOP
3876,Whale Rider,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Tammy Davis,Drama|Family,7.6,6000000,20772796,2.462132667,HIT
3877,Paa,R. Balki,Vidya Balan,Abhishek Bachchan,Paresh Rawal,Comedy|Drama,7.2,150000000,199228,-0.998671813,FLOP
3879,Pan,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure|Family|Fantasy,5.8,150000000,34964818,-0.766901213,FLOP
3883,Night Watch,Timur Bekmambetov,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,Fantasy|Thriller,6.5,4200000,1487477,-0.64583881,FLOP
3884,The Crying Game,Neil Jordan,Jim Broadbent,Miranda Richardson,Stephen Rea,Crime|Drama|Romance|Thriller,7.3,2300000,62549000,26.19521739,HIT
3885,Porky's,Bob Clark,Art Hindle,Susan Clark,Tony Ganios,Comedy,6.2,4000000,105500000,25.375,HIT
3886,Survival of the Dead,George A. Romero,Julian Richings,Shawn Roberts,Kathleen Munroe,Horror,5,4000000,101055,-0.97473625,FLOP
3888,Lost in Translation,Sofia Coppola,Scarlett Johansson,Bill Murray,Catherine Lambert,Drama,7.8,4000000,44566004,10.141501,HIT
3889,Annie Hall,Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,Comedy|Romance,8.1,4000000,39200000,8.8,HIT
3890,The Greatest Show on Earth,Cecil B. DeMille,Gloria Grahame,Dorothy Lamour,Cornel Wilde,Drama|Family|Romance,6.7,4000000,36000000,8,HIT
3891,Exodus: Gods and Kings,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action|Adventure|Drama,6.1,140000000,65007045,-0.535663964,FLOP
3892,Monster's Ball,Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,Drama|Romance,7.1,4000000,31252964,6.813241,HIT
3893,Maggie,Henry Hobson,Joely Richardson,J.D. Evermore,David A Cole,Drama|Horror,5.6,8500000,131175,-0.984567647,FLOP
3894,Leaving Las Vegas,Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,Drama|Romance,7.6,3600000,31968347,7.880096389,HIT
3898,The Boy Next Door,Rob Cohen,Ryan Guzman,Hill Harper,Adam Hicks,Mystery|Thriller,4.6,4000000,35385560,7.84639,HIT
3901,The Kids Are All Right,Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy|Drama,7.1,3500000,20803237,4.943782,HIT
3902,They Live,John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,Horror|Sci-Fi|Thriller,7.3,4000000,13008928,2.252232,HIT
3905,The Last Exorcism Part II,Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,Drama|Horror|Thriller,4,5000000,15152879,2.0305758,HIT
3906,Boyhood,Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,Drama,8,4000000,25359200,5.3398,HIT
3907,Scoop,Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,Comedy|Crime|Mystery,6.7,4000000,10515579,1.62889475,HIT
3908,Planet of the Apes,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action|Adventure|Sci-Fi|Thriller,5.7,100000000,180011740,0.8001174,HIT
3909,The Wash,DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,Comedy,4.6,4000000,10097096,1.524274,HIT
3910,3 Strikes,DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,Comedy,4,6000000,9821335,0.636889167,HIT
3911,The Cooler,Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,Crime|Drama|Fantasy|Romance,7,3200000,8243880,1.5762125,HIT
3913,The Night Listener,Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,Crime|Mystery|Thriller,5.9,4000000,7825820,0.956455,HIT
3915,My Soul to Take,Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror|Mystery|Thriller,4.8,25000000,14637490,-0.4145004,FLOP
3916,The Orphanage,J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama|Mystery|Thriller,7.5,3400000,7159147,1.105631471,HIT
3917,A Haunted House 2,Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,Comedy|Fantasy,4.7,4000000,17314483,3.32862075,HIT
3918,The Rules of Attraction,Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy|Drama|Romance,6.7,4000000,6525762,0.6314405,HIT
3921,Four Rooms,Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,Comedy|Fantasy,6.7,4000000,4301331,0.07533275,HIT
3922,Secretary,Steven Shainberg,Jeremy Davies,Stephen McHattie,Lesley Ann Warren,Comedy|Drama|Romance,7.1,4000000,4046737,0.01168425,HIT
3923,The Real Cancun,Rick de Oliveira,Laura Ramsey,Alan Taylor,Benjamin Fletcher,Documentary,2.7,8000000,3713002,-0.53587475,FLOP
3924,Talk Radio,Oliver Stone,Michael Wincott,Zach Grenier,Bill Johnson,Drama,7.3,4000000,3468572,-0.132857,FLOP
3925,Waiting for Guffman,Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,Comedy,7.6,4000000,2892582,-0.2768545,FLOP
3926,Love Stinks,Jeff Franklin,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,Comedy,5.8,4000000,2800000,-0.3,FLOP
3927,You Kill Me,John Dahl,Philip Baker Hall,Aaron Hughes,Jayne Eastwood,Comedy|Crime|Romance|Thriller,6.5,4000000,2426851,-0.39328725,FLOP
3928,Thumbsucker,Mike Mills,Kelli Garner,Lou Taylor Pucci,Nancy O'Dell,Comedy|Drama,6.6,4000000,1325073,-0.66873175,FLOP
3930,Mirrormask,Dave McKean,Stephanie Leonidas,Gina McKee,Rob Brydon,Adventure|Fantasy,6.9,4000000,864959,-0.78376025,FLOP
3931,Samsara,Ron Fricke,Collin Alfredo St. Dic,Balinese Tari Legong Dancers,Puti Sri Candra Dewi,Documentary|Music,8.5,4000000,2601847,-0.34953825,FLOP
3932,The Barbarians,Ruggero Deodato,Michael Berryman,Eva LaRue,Richard Lynch,Adventure|Fantasy,4.8,4000000,800000,-0.8,FLOP
3935,Poolhall Junkies,Mars Callahan,Chazz Palminteri,Ricky Schroder,Ernie Reyes Jr.,Drama|Thriller,7,4000000,562059,-0.85948525,FLOP
3936,The Loss of Sexual Innocence,Mike Figgis,Kelly Macdonald,Saffron Burrows,Julian Sands,Drama,5.4,4000000,399793,-0.90005175,FLOP
3938,Joe,David Gordon Green,Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Drama,6.9,4000000,371897,-0.90702575,FLOP
3939,Shooting Fish,Stefan Schwartz,Peter McNamara,Dan Futterman,Ralph Ineson,Comedy|Crime|Romance,6.6,3000000,302204,-0.899265333,FLOP
3940,Prison,Renny Harlin,Viggo Mortensen,Lane Smith,Hal Landon Jr.,Crime|Drama|Horror|Thriller,5.9,1300000,354704,-0.727150769,FLOP
3941,Psycho Beach Party,Robert Lee King,Lauren Ambrose,Kathleen Robertson,Beth Broderick,Comedy|Horror|Mystery,6.3,1500000,265107,-0.823262,FLOP
3942,The Big Tease,Kevin Allen,Craig Ferguson,Frances Fisher,Mary McCormack,Comedy,6.3,4000000,185577,-0.95360575,FLOP
3943,"Buen Día, Ramón",Jorge Ramírez Suárez,Hector Kotsifakis,Adriana Barraza,Arcelia Ramírez,Drama,7.7,4000000,100412,-0.974897,FLOP
3944,Trust,David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,Crime|Drama|Thriller,7,9500000,58214,-0.993872211,FLOP
3945,An Everlasting Piece,Barry Levinson,Anna Friel,Brían F. O'Byrne,Pauline McLynn,Comedy,6.3,14000000,75078,-0.994637286,FLOP
3946,Among Giants,Sam Miller,Rachel Griffiths,Alan Williams,Rob Jarvis,Comedy|Romance,5.9,2500000,64359,-0.9742564,FLOP
3947,Adore,Anne Fontaine,Robin Wright,Naomi Watts,Ben Mendelsohn,Drama|Romance,6.2,16000000,317125,-0.980179688,FLOP
3949,Mondays in the Sun,Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,Comedy|Drama,7.7,4000000,146402,-0.9633995,FLOP
3950,Stake Land,Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,Drama|Horror|Sci-Fi,6.5,650000,18469,-0.971586154,FLOP
3952,The Last Time I Committed Suicide,Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography|Drama,5.8,4000000,12836,-0.996791,FLOP
3953,Futuro Beach,Karim Aïnouz,Wagner Moura,Clemens Schick,Jesuíta Barbosa,Drama,6.1,4000000,20262,-0.9949345,FLOP
3959,Inescapable,Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,Drama|Mystery|Romance|Thriller,5.2,4000000,4063,-0.99898425,FLOP
3970,Gone with the Wind,Victor Fleming,Hattie McDaniel,George Reeves,Thomas Mitchell,Drama|History|Romance|War,8.2,3977000,198655278,48.95103797,HIT
3971,Desert Dancer,Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,Biography|Drama,6,4000000,143653,-0.96408675,FLOP
3972,Major Dundee,Sam Peckinpah,James Coburn,Slim Pickens,Warren Oates,Adventure|War|Western,6.8,3800000,14873,-0.996086053,FLOP
3974,Annie Get Your Gun,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,Biography|Comedy|Musical|Romance|Western,7,3768785,8000000,1.122700021,HIT
3977,Defendor,Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,Comedy|Crime|Drama,6.8,3500000,37606,-0.989255429,FLOP
3978,The Pirate,Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,Adventure|Comedy|Musical|Romance,7.1,3700000,2956000,-0.201081081,FLOP
3979,The Good Heart,Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,Drama,6.9,3800000,19959,-0.994747632,FLOP
3980,The History Boys,Nicholas Hytner,Dominic Cooper,Russell Tovey,James Corden,Comedy|Drama,6.9,2000000,2706659,0.3533295,HIT
3981,Unknown,Jaume Collet-Serra,Liam Neeson,Frank Langella,Aidan Quinn,Action|Mystery|Thriller,6.9,30000000,61094903,1.036496767,HIT
3984,The Full Monty,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy|Drama|Music,7.2,3500000,45857453,12.10212943,HIT
3985,Airplane!,Jim Abrahams,Peter Graves,Lloyd Bridges,Barbara Billingsley,Comedy,7.8,3500000,83400000,22.82857143,HIT
3987,Friday,F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,Comedy|Drama,7.3,3500000,27900000,6.971428571,HIT
3988,Menace II Society,Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,Crime|Drama|Thriller,7.5,3500000,27900000,6.971428571,HIT
3990,Creepshow 2,Michael Gornick,George Kennedy,Holt McCallany,Dorothy Lamour,Comedy|Fantasy|Horror|Thriller,6,3500000,14000000,3,HIT
3996,The Witch,Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,Horror|Mystery,6.8,3500000,25138292,6.182369143,HIT
3997,I Got the Hook Up,Michael Martin,Joe Estevez,Master P,Anthony Johnson,Comedy,3.9,3500000,10305534,1.944438286,HIT
3998,She's the One,Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,Comedy|Drama|Romance,6.1,3500000,9449219,1.699776857,HIT
3999,Gods and Monsters,Bill Condon,Brendan Fraser,Lynn Redgrave,Kevin J. O'Connor,Biography|Drama,7.5,3500000,6390032,0.825723429,HIT
4000,The Secret in Their Eyes,Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,Drama|Mystery|Thriller,8.2,2000000,20167424,9.083712,HIT
4003,Evil Dead II,Sam Raimi,Ted Raimi,Dan Hicks,Kassie Wesley DePaiva,Comedy|Fantasy|Horror|Thriller,7.8,3600000,5923044,0.64529,HIT
4004,Pootie Tang,Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,Action|Adventure|Comedy|Musical,5.2,3000000,3293258,0.097752667,HIT
4006,La otra conquista,Salvador Carrasco,Elpidia Carrillo,Zaide Silvia Gutiérrez,Damián Delgado,Drama|History,6.8,3500000,886410,-0.74674,FLOP
4007,Trollhunter,André Øvredal,Otto Jespersen,Johanna Mørck,Glenn Erland Tosterud,Comedy|Drama|Fantasy|Horror,7,19900000,252652,-0.98730392,FLOP
4008,Ira & Abby,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,Comedy|Romance,6.5,3500000,220234,-0.937076,FLOP
4009,The Watch,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,Action|Comedy|Sci-Fi,5.7,68000000,34350553,-0.494844809,FLOP
4010,Winter Passing,Adam Rapp,Zooey Deschanel,Will Ferrell,Dallas Roberts,Comedy|Drama,6.4,3500000,101228,-0.971077714,FLOP
4011,D.E.B.S.,Angela Robinson,Jordana Brewster,Geoff Stults,Scoot McNairy,Action|Comedy|Romance,5.3,3500000,96793,-0.972344857,FLOP
4012,The Masked Saint,Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,Action|Biography|Crime|Drama|Family|Fantasy,4.7,3500000,123777,-0.964635143,FLOP
4018,Time to Choose,Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,Documentary,7,3500000,29233,-0.991647714,FLOP
4024,March of the Penguins,Luc Jacquet,Morgan Freeman,Sofie Gråbøl,Romane Bohringer,Documentary,7.6,8000000,77413017,8.676627125,HIT
4025,Margin Call,J.C. Chandor,Kevin Spacey,Demi Moore,Ashley Williams,Biography|Drama|Thriller,7.1,3500000,5354039,0.529725429,HIT
4027,Choke,Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,Comedy|Drama,6.5,3000000,2926565,-0.024478333,FLOP
4028,Whiplash,Damien Chazelle,J.K. Simmons,Melissa Benoist,Chris Mulkey,Drama|Music,8.5,3300000,13092000,2.967272727,HIT
4029,City of God,Fernando Meirelles,Alice Braga,Seu Jorge,Alexandre Rodrigues,Crime|Drama,8.7,3300000,7563397,1.291938485,HIT
4030,Human Traffic,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,Comedy|Music,7.1,2200000,104257,-0.952610455,FLOP
4033,The Hunt,Thomas Vinterberg,Thomas Bo Larsen,Alexandra Rapaport,Hana Shuan,Drama,8.3,3800000,610968,-0.839218947,FLOP
4035,Bella,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,Drama|Romance,7.4,3300000,8108247,1.457044545,HIT
4038,Dreaming of Joseph Lees,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,Drama|Romance,6.4,2000000,7680,-0.99616,FLOP
4043,Maria Full of Grace,Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,Crime|Drama,7.5,3000000,6517198,1.172399333,HIT
4044,Beginners,Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,Comedy|Drama|Romance,7.2,3200000,5776314,0.805098125,HIT
4046,Animal House,John Landis,John Belushi,Karen Allen,Tim Matheson,Comedy,7.6,3000000,141600000,46.2,HIT
4047,Goldfinger,Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,Action|Adventure|Thriller,7.8,3000000,51100000,16.03333333,HIT
4050,Trainspotting,Danny Boyle,Kelly Macdonald,Shirley Henderson,Ewen Bremner,Drama,8.2,3500000,16501785,3.714795714,HIT
4051,The Original Kings of Comedy,Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,Comedy|Documentary,6.6,3000000,38168022,11.722674,HIT
4052,Paranormal Activity 2,Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,Horror,5.7,3000000,84749884,27.24996133,HIT
4053,Waking Ned Devine,Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,Comedy,7.4,3000000,24788807,7.262935667,HIT
4054,Bowling for Columbine,Michael Moore,Michael Moore,Dick Clark,Bill Clinton,Crime|Documentary|Drama,8,4000000,21244913,4.31122825,HIT
4056,A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,Fantasy|Horror,5.4,2200000,30000000,12.63636364,HIT
4057,A Room with a View,James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,Drama|Romance,7.4,3000000,20966644,5.988881333,HIT
4058,The Purge,James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror|Sci-Fi|Thriller,5.7,3000000,64423650,20.47455,HIT
4059,Sinister,Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,Horror|Mystery,6.8,3000000,48056940,15.01898,HIT
4060,Martin Lawrence Live: Runteldat,David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography|Comedy|Documentary,5.4,3000000,19184015,5.394671667,HIT
4063,Air Bud,Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy|Drama|Family|Sport,5.1,3000000,24629916,7.209972,HIT
4065,Jason Lives: Friday the 13th Part VI,Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Horror|Thriller,5.9,3000000,19472057,5.490685667,HIT
4066,The Bridge on the River Kwai,David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure|Drama|War,8.2,3000000,27200000,8.066666667,HIT
4067,Spaced Invaders,Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,Adventure|Comedy|Sci-Fi,5.3,3000000,15369573,4.123191,HIT
4070,Jason Goes to Hell: The Final Friday,Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,Fantasy|Horror|Thriller,4.3,2500000,15935068,5.3740272,HIT
4072,Dave Chappelle's Block Party,Michel Gondry,Common,Dave Chappelle,Lauryn Hill,Comedy|Documentary|Music,7.2,3000000,11694528,2.898176,HIT
4075,Next Day Air,Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action|Comedy|Crime,5.9,3000000,10017041,2.339013667,HIT
4081,Phat Girlz,Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Comedy,3,3000000,7059537,1.353179,HIT
4082,Before Midnight,Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Drama|Romance,7.9,3000000,8114507,1.704835667,HIT
4083,Teen Wolf Too,Christopher Leitch,John Astin,Robert Neary,Kim Darby,Comedy|Fantasy,3.2,3000000,7888703,1.629567667,HIT
4084,Phantasm II,Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action|Fantasy|Horror|Sci-Fi|Thriller,6.5,3000000,7282851,1.427617,HIT
4086,Real Women Have Curves,Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,Comedy|Drama,7,3000000,5844929,0.948309667,HIT
4089,East Is East,Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,Comedy|Drama,6.9,1900000,4170647,1.195077368,HIT
4090,Whipped,Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,Comedy|Romance,4.4,3000000,4142507,0.380835667,HIT
4091,Kama Sutra: A Tale of Love,Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime|Drama|History|Romance,6,3000000,4109095,0.369698333,HIT
4094,Warlock: The Armageddon,Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,Fantasy|Horror,5.3,3000000,3902679,0.300893,HIT
4095,8 Heads in a Duffel Bag,Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy|Crime,5.3,3000000,3559990,0.186663333,HIT
4097,Thirteen Conversations About One Thing,Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,Drama,7.1,4500000,3287435,-0.269458889,FLOP
4098,Jawbreaker,Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,Comedy|Crime|Thriller,5.4,3500000,3071947,-0.122300857,FLOP
4099,Basquiat,Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,Biography|Drama,6.9,3300000,2961991,-0.10242697,FLOP
4101,Tsotsi,Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Crime|Drama,7.3,3000000,2912363,-0.029212333,FLOP
4102,Happiness,Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,Comedy|Drama,7.8,3000000,3000000,0,HIT
4103,DysFunktional Family,George Gallo,Eddie Griffin,Joe Howard,Robert Noble,Comedy|Documentary,6.6,3000000,2223990,-0.25867,FLOP
4104,Tusk,Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,Comedy|Drama|Horror,5.4,3000000,1821983,-0.392672333,FLOP
4105,Oldboy,Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Drama|Mystery|Thriller,8.4,3000000,2181290,-0.272903333,FLOP
4106,Letters to God,David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,Drama|Family,6.3,3500000,2848578,-0.186120571,FLOP
4107,Hobo with a Shotgun,Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,Action|Comedy|Thriller,6.1,3000000,703002,-0.765666,FLOP
4108,Compadres,Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias,Action|Comedy,5,3000000,3105269,0.035089667,HIT
4110,Love's Abiding Joy,Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,Drama|Family|Western,7.2,3000000,252726,-0.915758,FLOP
4114,Bachelorette,Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,Comedy|Romance,5.3,3000000,418268,-0.860577333,FLOP
4117,Tim and Eric's Billion Dollar Movie,Tim Heidecker,Michael Gross,William Atherton,Bob Ross,Comedy,5.3,3000000,200803,-0.933065667,FLOP
4118,The Gambler,Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland,Crime|Drama|Thriller,6,25000000,33631221,0.34524884,HIT
4120,Summer Storm,Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,Comedy|Drama|Romance|Sport,7.4,2700000,95016,-0.964808889,FLOP
4121,Fort McCoy,Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr,Drama|History|War,5.9,3000000,73678,-0.975440667,FLOP
4122,Chain Letter,Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,Horror|Thriller,4.1,5000000,143000,-0.9714,FLOP
4123,Just Looking,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,Comedy|Drama,6.7,3000000,39852,-0.986716,FLOP
4124,The Divide,Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,Drama|Sci-Fi|Thriller,5.8,3000000,22000,-0.992666667,FLOP
4128,Alice in Wonderland,Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,Adventure|Family|Fantasy,6.5,200000000,334185206,0.67092603,HIT
